title	date	dept	dept_top
서비스산업 생산성 혁신 지원방안	2024.11.14	기획재정부 정책조정국 서비스경제과	기획재정부
경제관계장관회의: 부동산 PF 제도 개선방안 등	2024.11.14	기획재정부 정책조정국 정책조정총괄과	기획재정부
윤석열 정부 보건복지 분야 주요 성과 및 향후 추진계획	2024.11.14	보건복지부 사회복지정책실 복지정책관 복지정책과	보건복지부
윤석열 정부 해양수산 분야 성과 및 향후 추진계획	2024.11.14	해양수산부 기획조정실 기획재정담당관	해양수산부
윤석열 정부 환경 분야 성과 및 추진계획	2024.11.14	환경부 기획조정실 기획재정담당관	환경부
윤석열 정부 농업분야 성과 및 향후계획	2024.11.13	농림축산식품부 기획조정실 정책기획관 기획재정담당관실	농림축산식품부
윤석열 정부 산업·통상·에너지 분야 주요성과 및 향후계획	2024.11.13	산업통상자원부 기획조정실 정책기획관 혁신행정담당관	산업통상자원부
윤석열 정부의 고용노동정책 성과 및 향후계획	2024.11.11	고용노동부 기획조정실 정책기획관 기획재정담당관	고용노동부
윤석열 정부 공정거래분야 성과 및 향후 정책 추진계획	2024.11.11	공정거래위원회 경쟁정책국 경쟁정책과	공정거래위원회
윤석열 정부 금융분야 성과 및 향후계획	2024.11.11	금융위원회 금융정책국 금융정책과	금융위원회
온누리상품권 부정유통 개선방안	2024.11.11	중소벤처기업부 소상공인정책실 소상공인정책관 전통시장과	중소벤처기업부
방사선-바이오 성과창출 전략(안)	2024.11.07	과학기술정보통신부 연구개발정책실 공공융합연구정책관 원자력연구개발과	과학기술정보통신부
해외직구 특별 통관대책	2024.11.07	관세청	관세청
IFRS17 주요 계리가정 가이드라인	2024.11.07	금융위원회 금융산업국 보험과	금융위원회
보험부채 할인율 현실화 연착륙 방안	2024.11.07	금융위원회 금융산업국 보험과	금융위원회
2025년도 기초연구사업 시행계획	2024.11.06	과학기술정보통신부 연구개발정책실 기초원천연구정책관 기초연구진흥과	과학기술정보통신부
지방시대 벤처펀드 조성 계획(안)	2024.11.06	중소벤처기업부 창업벤처혁신실 벤처정책관 벤처투자과	중소벤처기업부
초·중·고 학년말 학사 운영 및 학생 안전 지원 방안	2024.11.05	교육부 책임교육정책실 책임교육정책관 학교교수학습혁신과	교육부
고난도 금융투자상품 등 판매 개선 방안	2024.11.05	금융위원회 금융소비자국 금융소비자정책과	금융위원회
수소도시 2.0 추진전략	2024.11.01	국토교통부 국토도시실 도시정책관 도시활력지원과	국토교통부
수소특화단지 지정 및 지원방안	2024.11.01	산업통상자원부 에너지정책실 수소경제정책관 수소경제정책과	산업통상자원부
액화수소 운반선 초격차 선도 전략	2024.11.01	산업통상자원부 에너지정책실 수소경제정책관 수소경제정책과	산업통상자원부
산업 AX를 위한 산업데이터 활용 활성화 방안	2024.10.31	산업통상자원부 산업기반실 산업기술융합정책관 산업기술정책과	산업통상자원부
김 산업 경쟁력 강화방안	2024.10.31	해양수산부 수산정책실 수산정책관 수산정책과	해양수산부
해사 사이버안전 관리 강화방안	2024.10.31	해양수산부 해사안전국 해사안전정책과	해양수산부
금융교육 실효성 제고를 위한 공교육 활성화 등 협력방안	2024.10.25	금융위원회 금융소비자국 금융소비자정책과	금융위원회
2024년 김장재료 수급 안정 대책	2024.10.23	농림축산식품부 식량정책실 유통소비정책관 원예산업과	농림축산식품부
「AI안전연구소」 설립·운영계획	2024.10.18	과학기술정보통신부 정보통신정책실 정보통신정책관 정보통신정책총괄과	과학기술정보통신부
AI 시대 클라우드 전략(제4차 클라우드컴퓨팅 기본계획(2025~2027))	2024.10.18	과학기술정보통신부 정보통신정책실 정보통신정책관 정보통신정책총괄과	과학기술정보통신부
대외경제장관회의: 글로벌 산업경쟁력 강화를 위한 기술유출 대응 방안 등	2024.10.17	기획재정부 대외경제국 대외경제총괄과	기획재정부
AI + R&DI(기술혁신) 추진전략	2024.10.17	산업통상자원부 산업기반실 산업기술융합정책관 산업기술정책과	산업통상자원부
글로벌 산업경쟁력 강화를 위한 기술유출 대응방안	2024.10.17	특허청	특허청
제4차 전파진흥기본계획	2024.10.16	과학기술정보통신부 네트워크정책실 전파정책국 전파정책기획과	과학기술정보통신부
사이즈코리아 중장기 발전 방안	2024.10.16	국가기술표준원	국가기술표준원
생활숙박시설 합법사용 지원방안	2024.10.16	국토교통부 국토도시실 건축정책관 건축정책과	국토교통부
개인금융채권의 관리 및 개인금융채무자의 보호에 관한 법률 시행	2024.10.16	금융위원회 서민금융과	금융위원회
제2차 공급망안정화위원회: 주요 경제안보품목 공급망 리스크 점검결과 등	2024.10.16	기획재정부 경제공급망기획관 공급망정책담당관	기획재정부
경제관계장관회의: 2024년 9월 고용동향 등	2024.10.16	기획재정부 정책조정국 정책조정총괄과	기획재정부
스타트업 혁신 기술 보호·구제 강화 방안	2024.10.16	중소벤처기업부 중소기업정책실 기술혁신정책관 기술보호과	중소벤처기업부
인공지능·디지털(AID) 30+ 프로젝트	2024.10.15	교육부 인재정책실 평생직업교육정책관 평생직업교육기획과	교육부
통화정책방향: 기준금리 3.50%에서 3.25%로 하향조정	2024.10.11	한국은행 통화정책국 정책총괄팀	한국은행
교원역량개발지원 제도 도입 방안(안)	2024.10.04	교육부 책임교육정책실 교원학부모지원관 교원양성연수과	교육부
건설공사비 안정화 방안	2024.10.02	국토교통부 건설정책국 건설산업과	국토교통부
서민·자영업자 맞춤형 금융지원 확대 방안	2024.10.02	금융위원회 금융소비자국 서민금융과	금융위원회
민간투자 활성화 방안	2024.10.02	기획재정부 재정관리국 민간투자정책과	기획재정부
경제관계장관회의 겸 제1차 투자 활성화 장관회의: 최근 내수경기 점검 및 대응방향 등	2024.10.02	기획재정부 정책조정국 정책조정총괄과	기획재정부
지능형(스마트)제조혁신 생태계 고도화 방안	2024.10.02	중소벤처기업부 중소기업정책실 지역기업정책관 제조혁신과	중소벤처기업부
선진 벤처투자 시장 도약 방안	2024.10.02	중소벤처기업부 창업벤처혁신실 벤처정책관 벤처투자과	중소벤처기업부
과학기술인재 성장·발전 전략	2024.09.27	과학기술정보통신부 연구개발정책실 미래인재정책국 미래인재정책과	과학기술정보통신부
한국형 농업인 소득·경영 안전망 구축 방안	2024.09.27	농림축산식품부 농업혁신정책실 농업정책관 농업경영정책과	농림축산식품부
개식용종식 기본계획	2024.09.27	농림축산식품부 동물복지환경정책관 개식용종식추진단	농림축산식품부
국가 AI전략 정책방향	2024.09.26	과학기술정보통신부 정보통신정책실 인공지능기반정책관 인공지능기반정책과	과학기술정보통신부
보험산업 건전경쟁 확립 및 내부통제 강화방안	2024.09.26	금융위원회 금융산업국 보험과	금융위원회
해약환급금준비금 제도개선방안	2024.09.26	금융위원회 금융산업국 보험과	금융위원회
폐어구 발생예방을 위한 어구순환관리 대책	2024.09.26	해양수산부 수산정책실 어업자원정책관 어구순환관리과	해양수산부
제2차 간척지의 농어업적 이용 종합계획	2024.09.25	농림축산식품부 식량정책실 식량정책관 농업기반과	농림축산식품부
비축전문위원회 구성 및 운영계획	2024.09.20	기획재정부 경제공급망기획관 공급망정책담당관	기획재정부
보건의료산업 수출 확대 방안	2024.09.13	보건복지부 보건산업정책국 바이오헬스혁신추진단	보건복지부
문화를 담은 산업단지 조성계획	2024.09.12	국토교통부 국토도시실 국토정책관 산업입지정책과	국토교통부
부동산 공시가격 산정체계 합리화 방안	2024.09.12	국토교통부 주택토지실 토지정책관 부동산평가과	국토교통부
생활편의 서비스 개선 방안	2024.09.12	기획재정부 정책조정국 서비스경제과	기획재정부
경제관계장관회의: 투자 활성화를 위한 범부처 추진체계 강화방안 등	2024.09.12	기획재정부 정책조정국 정책조정총괄과	기획재정부
수도권 서부지역 교통편의 제고방안	2024.09.11	국토교통부 대도시권광역교통위원회 광역시설정책과	국토교통부
불법사금융 근절과 대부업 신뢰제고를 위한 제도개선 방안	2024.09.11	금융위원회 금융소비자국 가계금융과	금융위원회
의학교육 여건 개선을 위한 투자 방안(안)	2024.09.10	교육부 인재정책실 지역인재정책관 지역인재정책과	교육부
2024년 추석 연휴 특별교통대책	2024.09.10	국토교통부 교통물류실 종합교통정책관 교통정책총괄과	국토교통부
쌀·한우산업 발전을 위한 근본 대책	2024.09.10	농림축산식품부 식량정책실 식량정책관 식량정책과	농림축산식품부
전자지급결제대행업(PG) 제도개선방안	2024.09.09	금융위원회 금융혁신기획단 금융데이터정책과	금융위원회
2025년 금융위원회 예산안	2024.09.09	금융위원회 기획조정관 혁신기획재정담당관	금융위원회
전기차 화재 안전관리 대책	2024.09.06	국무조정실	국무조정실
대외경제장관회의: 전략적 지식공유사업 추진방안 등	2024.09.06	기획재정부 대외경제국 대외경제총괄과	기획재정부
금융회사 운영위험 관리강화 추진계획(안)	2024.09.05	금융감독원	금융감독원
연금개혁 추진계획	2024.09.04	보건복지부 사회복지정책실 연금정책관 국민연금정책과	보건복지부
’24~’28년 공공기관 중장기재무관리계획	2024.09.02	기획재정부 공공정책국 재무경영과	기획재정부
2025년 해양수산부 예산안	2024.09.02	해양수산부 기획조정실 정책기획관 기획재정담당관	해양수산부
대한민국 스펙트럼 계획 (2024~2027)	2024.08.30	과학기술정보통신부 네트워크정책실 전파정책국 주파수정책과	과학기술정보통신부
고부가 미래선박 표준화 로드맵	2024.08.30	국가기술표준원	국가기술표준원
지속가능항공유(SAF) 확산 전략	2024.08.30	국토교통부 항공정책실 항공안전정책관 항공기술과	국토교통부
의료개혁 1차 실행방안	2024.08.30	보건복지부 의료개혁추진단 의료개혁총괄과	보건복지부
제3차 장기 주거종합계획	2024.08.29	국토교통부 주택토지실 주택정책관 주택정책과	국토교통부
