TITLE	PUBLISHER	REG_DATE
교육분야 인공지능 윤리원칙	교육부 미래교육추진담당관 미래교육전략팀	20220811
국민건강보험법 일부개정&#40;법률 제17772호&#41;	보건복지부 보험정책과	20201229
국민건강보험법 일부개정&#40;법률 제17196호&#41;	보건복지부 보험정책과	20200407
국민건강보험법 일부개정&#40;법률 제16728호&#41;	보건복지부 보험정책과	20191203
국민건강보험법 일부개정&#40;법률 제16366호&#41;	보건복지부 보험정책과	20190423
국민건강보험법 일부개정&#40;법률 제16238호&#41;	보건복지부 보험정책과	20190115
국민건강보험법 일부개정&#40;법률 제15874호&#41;	보건복지부 보험정책과	20181211
국민건강보험법 일부개정&#40;법률 제15535호&#41;	보건복지부 보험정책과	20180327
국민건강보험법 일부개정&#40;법률 제15348호&#41;	보건복지부 보험정책과	20180116
국민건강보험법 일부개정&#40;법률 제14776호&#41;	보건복지부 보험정책과	20170418
국민건강보험법 일부개정&#40;법률 제14084호&#41;	보건복지부 보험정책과	20160322
국민건강보험법 일부개정&#40;법률 제14557호&#41;	보건복지부 보험정책과	20170208
국민건강보험법 일부개정&#40;법률 제13985호&#41;	보건복지부 보험정책과	20160203
국민건강보험법 일부개정&#40;법률 제12615호&#41;	보건복지부 보험정책과	20140520
국민건강보험법 일부개정&#40;법률 제12176호&#41;	보건복지부 보험정책과	20140101
국민건강보험법 일부개정&#40;법률 제11787호&#41;	보건복지부 보험정책과	20130522
국민건강보험법 전부개정&#40;법률 제11141호&#41;	보건복지부 보험정책과	20111231
국민건강보험법 일부개정&#40;법률 제9690호&#41;	보건복지부 보험정책과	20090521
국민건강보험법 일부개정&#40;법률 제9079호&#41;	보건복지부 보험정책과	20080328
국민건강보험법 일부개정&#40;법률 제9022호&#41;	보건복지부 보험정책과	20080328
국민건강보험법 일부개정&#40;법률 제8153호&#41;	보건복지부 보험정책과	20061230
국민건강보험법 일부개정&#40;법률 제8034호&#41;	보건복지부 보험정책과	20061004
국민건강보험법 일부개정&#40;법률 제7590호&#41;	보건복지부 보험정책과	20050713
국민건강보험법 일부개정&#40;법률 제7377호&#41;	보건복지부 보험정책과	20050127
국민건강보험법 일부개정&#40;법률 제6981호&#41;	보건복지부 보험정책과	20030929
국민건강보험법 일부개정&#40;법률 제7144호&#41;	보건복지부 보험정책과	20040129
국민건강보험법 일부개정&#40;법률 제6951호&#41;	보건복지부 보험정책과	20030729
국민건강보험법 일부개정&#40;법률 제6799호&#41;	보건복지부 보험정책과	20021218
국민건강보험법 일부개정&#40;법률 제6618호&#41;	보건복지부 보험정책과	20020119
국민건강보험법 일부개정&#40;법률 제6320호&#41;	보건복지부 보험정책과	20001229
국민건강보험법 일부개정&#40;법률 제6093호&#41;	보건복지부 보험정책과	19991231
국민건강보험법 제정&#40;법률 제5854호&#41;	보건복지부 보험정책과	19990208
국민기초생활 보장법 일부개정&#40;법률 제18607호&#41;	보건복지부 기초생활보장과	20211221
국민기초생활 보장법 일부개정&#40;법률 제18325호&#41;	보건복지부 기초생활보장과	20210727
국민기초생활 보장법 일부개정&#40;법률 제16734호&#41;	보건복지부 기초생활보장과	20191203
국민기초생활 보장법 일부개정&#40;법률 제16367호&#41;	보건복지부 기초생활보장과	20190423
국민기초생활 보장법 일부개정&#40;법률 제16239호&#41;	보건복지부 기초생활보장과	20190115
국민기초생활 보장법 일부개정&#40;법률 제15875호&#41;	보건복지부 기초생활보장과	20181211
국민기초생활 보장법 일부개정&#40;법률 제15185호&#41;	보건복지부 기초생활보장과	20171212
국민기초생활 보장법 일부개정&#40;법률 제14880호&#41;	보건복지부 기초생활보장과	20170919
국민기초생활 보장법 일부개정&#40;법률 제13987호&#41;	보건복지부 기초생활보장과	20160203
국민기초생활 보장법 일부개정&#40;법률 제12933호&#41;	보건복지부 기초생활보장과	20141230
국민기초생활 보장법 일부개정&#40;법률 제11248호&#41;	보건복지부 기초생활보장과	20120201
국민기초생활 보장법 일부개정&#40;법률 제10507호&#41;	보건복지부 기초생활보장과	20110330
국민기초생활 보장법 일부개정&#40;법률 제10782호&#41;	보건복지부 기초생활보장과	20110607
국민기초생활 보장법 일부개정&#40;법률 제8641호&#41;	보건복지부 기초생활보장과	20071017
국민기초생활 보장법 일부개정&#40;법률 제8112호&#41;	보건복지부 기초생활보장과	20061228
국민기초생활 보장법 일부개정&#40;법률 제7738호&#41;	보건복지부 기초생활보장과	20051223
국민기초생활 보장법 일부개정&#40;법률 제7181호&#41;	보건복지부 기초생활보장과	20040305
국민기초생활 보장법 제정&#40;법률 제6024호&#41;	보건복지부 기초생활보장과	19990907
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제18893호&#41;	질병관리청 감염병정책총괄과	20220610
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제18603호&#41;	질병관리청 감염병정책총괄과	20211221
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제18507호&#41;	질병관리청 감염병정책총괄과	20211019
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제17920호&#41;	질병관리청 감염병정책총괄과	20210309
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제17642호&#41;	질병관리청 감염병정책총괄과	20201215
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제17491호&#41;	질병관리청 감염병정책총괄과	20200929
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제17475호&#41;	질병관리청 감염병정책총괄과	20200812
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제17067호&#41;	질병관리청 감염병정책총괄과	20200304
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제16725호&#41;	질병관리청 감염병정책총괄과	20191203
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제15183호&#41;	질병관리청 감염병정책총괄과	20171212
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제14316호&#41;	질병관리청 감염병정책총괄과	20161202
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제13639호&#41;	질병관리청 감염병정책총괄과	20151229
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제13392호&#41;	질병관리청 감염병정책총괄과	20150706
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제12444호&#41;	질병관리청 감염병정책총괄과	20140318
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제11645호&#41;	질병관리청 감염병정책총괄과	20130322
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제11439호&#41;	질병관리청 감염병정책총괄과 	20120523
감염병의 예방 및 관리에 관한 법률 전부개정&#40;법률 제9847호&#41;	질병관리청 감염병정책총괄과 	20091229
전염병예방법 일부개정&#40;법률 제8204호&#41;	질병관리청 감염병정책총괄과	20070103
전염병예방법 일부개정&#40;법률 제8009호&#41;	질병관리청 감염병정책총괄과	20060927
전염병예방법 일부개정&#40;법률 제7588호&#41;	질병관리청 감염병정책총괄과	20050713
전염병예방법 일부개정&#40;법률 제7454호&#41;	질병관리청 감염병정책총괄과	20050331
전염병예방법 일부개정&#40;법률 제7148호&#41;	질병관리청 감염병정책총괄과	20040129
전염병예방법 일부개정&#40;법률 제6962호&#41;	질병관리청 감염병정책총괄과	20030806
전염병예방법 일부개정&#40;법률 제6556호&#41;	질병관리청 감염병정책총괄과	20011229
전염병예방법 일부개정&#40;법률 제6162호&#41;	질병관리청 감염병정책총괄과	20000112
전염병예방법 일부개정&#40;법률 제5849호&#41;	질병관리청 감염병정책총괄과	19990208
전염병예방법 일부개정&#40;법률 제4910호&#41;	질병관리청 감염병정책총괄과	19950105
전염병예방법 일부개정&#40;법률 제4777호&#41;	질병관리청 감염병정책총괄과	19940803
전염병예방법 일부개정&#40;법률 제4634호&#41;	질병관리청 감염병정책총괄과	19931227
전염병예방법 일부개정&#40;법률 제3662호&#41;	질병관리청 감염병정책총괄과	19831220
전염병예방법 일부개정&#40;법률 제2990호&#41;	질병관리청 감염병정책총괄과	19761231
감염병의 예방 및 관리에 관한 법률 일부개정&#40;법률 제15534호&#41;	질병관리청 감염병정책총괄과	20180327
국민 주거안정 실현방안	국토교통부 주택토지실 주택공급TF	20220816
산업재해보상보험법 일부개정&#40;법률 제18928호&#41;	고용노동부 산재보상정책과	20220610
산업재해보상보험법 일부개정&#40;법률 제18753호&#41;	고용노동부 산재보상정책과	20220111
산업재해보상보험법 일부개정&#40;법률 제18181호&#41;	고용노동부 산재보상정책과	20210518
산업재해보상보험법 일부개정&#40;법률 제18040호&#41;	고용노동부 산재보상정책과	20210413
산업재해보상보험법 일부개정&#40;법률 제17910호&#41;	고용노동부 산재보상정책과	20210126
산업재해보상보험법 일부개정&#40;법률 제17865호&#41;	고용노동부 산재보상정책과	20210105
산업재해보상보험법 일부개정&#40;법률 제17603호&#41;	고용노동부 산재보상정책과	20201208
산업재해보상보험법 일부개정&#40;법률 제17434호&#41;	고용노동부 산재보상정책과	20200609
산업재해보상보험법 일부개정&#40;법률 제16273호&#41;	고용노동부 산재보상정책과	20190115
산업재해보상보험법 일부개정&#40;법률 제15665호&#41;	고용노동부 산재보상정책과	20180612
산업재해보상보험법 일부개정&#40;법률 제14933호&#41;	고용노동부 산재보상정책과	20171024
산업재해보상보험법 일부개정&#40;법률 제14499호&#41;	고용노동부 산재보상정책과	20161227
산업재해보상보험법 일부개정&#40;법률 제13045호&#41;	고용노동부 산재보상정책과	20150120
산업재해보상보험법 일부개정&#40;법률 제11569호&#41;	고용노동부 산재보상정책과	20121218
산업재해보상보험법 일부개정&#40;법률 제9988호&#41;	고용노동부 산재보상정책과	20100127
산업재해보상보험법 일부개정&#40;법률 제10305호&#41;	고용노동부 산재보상정책과	20100520
산업재해보상보험법 일부개정&#40;법률 제9794호&#41;	고용노동부 산재보상정책과	20091009
산업재해보상보험법 일부개정&#40;법률 제9338호&#41;	고용노동부 산재보상정책과	20090107
산업재해보상보험법 전부개정&#40;법률 제8694호&#41;	고용노동부 산재보상정책과	20071214
산업재해보상보험법 일부개정&#40;법률 제7049호&#41;	고용노동부 산재보상정책과	20031231
산업재해보상보험법 일부개정&#40;법률 제7155호&#41;	고용노동부 산업안전보건정책과	20040129
산업재해보상보험법 일부개정&#40;법률 제6100호&#41;	고용노동부 산업안전보건정책과	19991231
산업재해보상보험법 일부개정&#40;법률 제5881호&#41;	고용노동부 산업안전보건정책과	19990208
산업재해보상보험법 일부개정&#40;법률 제5398호&#41;	고용노동부 산업안전보건정책과	19970828
산업재해보상보험법 전부개정&#40;법률 제4826호&#41;	고용노동부 산업안전보건정책과	19941222
산업재해보상보험법 일부개정&#40;법률 제4641호&#41;	고용노동부 산업안전보건정책과	19931227
산업재해보상보험법 일부개정&#40;법률 제4111호&#41;	고용노동부 산업안전보건정책과	19890401
산업재해보상보험법 일부개정&#40;법률 제3818호&#41;	고용노동부 산업안전보건정책과	19860509
산업재해보상보험법 일부개정&#40;법률 제3713호&#41;	고용노동부 산업안전보건정책과	19831231
산업재해보상보험법 일부개정&#40;법률 제3631호&#41;	고용노동부 산업안전보건정책과	19821231
산업재해보상보험법 일부개정&#40;법률 제3467호&#41;	고용노동부 산업안전보건정책과	19811217
산업재해보상보험법 일부개정&#40;법률 제3026호&#41;	고용노동부 산업안전보건정책과	19771219
산업재해보상보험법 일부개정&#40;법률 제2912호&#41;	고용노동부 산업안전보건정책과	19761222
산업재해보상보험법 일부개정&#40;법률 제2607호&#41;	고용노동부 산업안전보건정책과	19730313
산업재해보상보험법 일부개정&#40;법률 제2271호&#41;	고용노동부 산업안전보건정책과	19701231
산업재해보상보험법 전부개정&#40;법률 제8373호&#41;	고용노동부 산업안전보건정책과	20070411
공공기관 관리체계 개편방안	기획재정부 공공정책국 공공제도기획과	20220818
산업안전보건법 일부개정&#40;법률 제18426호&#41;	고용노동부 산업안전보건정책과	20210817
산업안전보건법 일부개정&#40;법률 제18180호&#41;	고용노동부 산업안전보건정책과	20210518
산업안전보건법 일부개정&#40;법률 제18039호&#41;	고용노동부 산업안전보건정책과	20210413
산업안전보건법 일부개정&#40;법률 제17433호&#41;	고용노동부 산업안전보건정책과	20200609
산업안전보건법 일부개정&#40;법률 제17187호&#41;	고용노동부 산업안전보건정책과	20200331
산업안전보건법 전부개정&#40;법률 제16272호&#41;	고용노동부 산업안전보건정책과	20190115
산업안전보건법 일부개정&#40;법률 제15588호&#41;	고용노동부 산업안전보건정책과	20180417
산업안전보건법 일부개정&#40;법률 제14788호&#41;	고용노동부 산업안전보건정책과	20170418
산업안전보건법 일부개정&#40;법률 제13906호&#41;	고용노동부 산업안전보건정책과	20160127
산업안전보건법 일부개정&#40;법률 제11882호&#41;	고용노동부 산업안전보건정책과	20130612
산업안전보건법 일부개정&#40;법률 제10968호&#41;	고용노동부 산업안전보건정책과	20110725
산업안전보건법 일부개정&#40;법률 제9796호&#41;	고용노동부 산업안전보건정책과	20091009
산업안전보건법 일부개정&#40;법률 제9434호&#41;	고용노동부 산업안전보건정책과	20090206
산업안전보건법 일부개정&#40;법률 제8562호&#41;	고용노동부 산업안전보건정책과	20070727
산업안전보건법 일부개정&#40;법률 제8475호&#41;	고용노동부 산업안전보건정책과	20070517
산업안전보건법 일부개정&#40;법률 제7920호&#41;	고용노동부 산업안전보건정책과	20060324
산업안전보건법 일부개정&#40;법률 제7467호&#41;	고용노동부 산업안전보건정책과	20050331
산업안전보건법 일부개정&#40;법률 제6847호&#41;	고용노동부 산업안전보건정책과	20021230
산업안전보건법 일부개정&#40;법률 제6104호&#41;	고용노동부 산업안전보건정책과	20000107
산업안전보건법 일부개정&#40;법률 제5886호&#41;	고용노동부 산업안전보건정책과	19990208
산업안전보건법 일부개정&#40;법률 제5248호&#41;	고용노동부 산업안전보건정책과	19961231
산업안전보건법 일부개정&#40;법률 제4916호&#41;	고용노동부 산업안전보건정책과	19950105
산업안전보건법 전부개정&#40;법률 제4220호&#41;	고용노동부 산업안전보건정책과	19900113
산업안전보건법 제정&#40;법률 제3532호&#41;	고용노동부 산업안전보건정책과	19811231
고용보험법 일부개정&#40;법률 제18920호&#41;	고용노동부 고용보험기획과	20220610
고용보험법 일부개정&#40;법률 제17859호&#41;	고용노동부 고용보험기획과	20210105
고용보험법 일부개정&#40;법률 제17429호&#41;	고용노동부 고용보험기획과	20200609
고용보험법 일부개정&#40;법률 제16557호&#41;	고용노동부 고용보험기획과	20190827
고용보험법 일부개정&#40;법률 제16269호&#41;	고용노동부 고용보험기획과	20190115
고용보험법 일부개정&#40;법률 제14496호&#41;	고용노동부 고용보험기획과	20161227
고용보험법 일부개정&#40;법률 제14233호&#41;	고용노동부 고용보험기획과	20160529
고용보험법 일부개정&#40;법률 제13041호&#41;	고용노동부 고용보험기획과	20150120
고용보험법 일부개정&#40;법률 제12323호&#41;	고용노동부 고용보험기획과 	20140121
고용보험법 일부개정&#40;법률 제11864호&#41;	고용노동부 고용보험기획과	20130604
고용보험법 일부개정&#40;법률 제11628호&#41;	고용노동부 고용보험기획과	20130123
고용보험법 일부개정&#40;법률 제11662호&#41;	고용노동부 고용보험기획과	20130322
고용보험법 일부개정&#40;법률 제10895호&#41;	고용노동부 고용보험기획과	20110721
고용보험법 일부개정&#40;법률 제9990호&#41;	고용노동부 고용보험기획과	20100127
고용보험법 일부개정&#40;법률 제9315호&#41;	고용노동부 고용보험기획과	20081231
고용보험법 일부개정&#40;법률 제8959호&#41;	고용노동부 고용보험기획과	20080321
고용보험법 전부개정&#40;법률 제8429호&#41;	고용노동부 고용보험기획과	20070511
고용보험법 일부개정&#40;법률 제8118호&#41;	고용노동부 고용보험기획과	20061228
고용보험법 일부개정&#40;법률 제7705호&#41;	고용노동부 고용보험기획과	20051207
고용보험볍 일부개정&#40;법률 제7565호&#41;	고용노동부 고용보험기획과	20050531
고용보험법 일부개정&#40;법률 제7048호&#41;	고용노동부 고용보험기획과	20031231
고용보험법 일부개정&#40;법률 제6850호&#41;	고용노동부 고용보험기획과	20021230
고용보험법 일부개정&#40;법률 제6509호&#41;	고용노동부 고용보험기획과	20010814
고용보험법 일부개정&#40;법률 제6099호&#41;	고용노동부 고용보험기획과	19991231
고용보험법 일부개정&#40;법률 제5566호&#41;	고용노동부 고용보험기획과	19980917
고용보험법 일부개정&#40;법률 제5514호&#41;	고용노동부 고용보험기획과	19980220
고용보험법 일부개정&#40;법률 제5399호&#41;	고용노동부 고용보험기획과	19970828
고용보험법 일부개정&#40;법률 제5226호&#41;	고용노동부 고용보험기획과	19961230
고용보험법 제정&#40;법률 제4644호&#41;	고용노동부 고용보험기획과	19931227
최저임금법 일부개정&#40;법률 제15666호&#41;	고용노동부 근로기준정책과	20180612
최저임금법 일부개정&#40;법률 제14900호&#41;	고용노동부 근로기준정책과	20170919
최저임금법 일부개정&#40;법률 제11278호&#41;	고용노동부 근로기준정책과	20120201
최저임금법 일부개정&#40;법률 제8818호&#41;	고용노동부 근로기준정책과	20071227
최저임금법 일부개정&#40;법률 제8964호&#41;	고용노동부 근로기준정책과	20080321
최저임금법 일부개정&#40;법률 제7827호&#41;	고용노동부 근로기준정책과	20051230
최저임금법 일부개정&#40;법률 제7563호&#41;	고용노동부 근로기준정책과	20050531
최저임금법 일부개정&#40;법률 제6278호&#41;	고용노동부 근로기준정책과	20001023
최저임금법 일부개정&#40;법률 제5888호&#41;	고용노동부 근로기준정책과	19990208
최저임금법 일부개정&#40;법률 제4575호&#41;	고용노동부 근로기준정책과	19930805
최저임금법 제정&#40;법률 제3927호&#41;	고용노동부 근로기준정책과	19861231
근로기준법 일부개정&#40;법률 제18176호&#41;	고용노동부 근로기준정책과	20210518
근로기준법 일부개정&#40;법률 제18037호&#41;	고용노동부 근로기준정책과	20210413
근로기준법 일부개정&#40;법률 제15513호&#41;	고용노동부 근로기준정책과	20180320
근로기준법 일부개정&#40;법률 제17862호&#41;	고용노동부 근로기준정책과	20210105
근로기준법 일부개정&#40;법률 제17185호&#41;	고용노동부 근로기준정책과	20200331
근로기준법 일부개정&#40;법률 제16270호&#41;	고용노동부 근로기준정책과	20190115
근로기준법 일부개정&#40;법률 제15108호&#41;	고용노동부 근로기준정책과	20171128
근로기준법 일부개정&#40;법률 제15513호&#41;	고용노동부 근로기준정책과	20180320
근로기준법 일부개정&#40;법률 제12325호&#41;	고용노동부 근로기준정책과	20140121
근로기준법 일부개정&#40;법률 제12527호&#41;	고용노동부 근로기준정책과	20140324
근로기준법 일부개정&#40;법률 제11270호&#41;	고용노동부 근로기준정책과	20120201
근로기준법 일부개정&#40;법률 제10319호&#41;	고용노동부 근로기준정책과	20100525
근로기준법 일부개정&#40;법률 제9699호&#41;	고용노동부 근로기준정책과	20090521
근로기준법 일부개정&#40;법률 제8960호&#41;	고용노동부 근로기준정책과	20080321
근로기준법 일부개정&#40;법률 제9038호&#41;	고용노동부 근로기준정책과	20080328
근로기준법 일부개정&#40;법률 제8561호&#41;	고용노동부 근로기준정책과	20070727
근로기준법 전부개정&#40;법률 제8372호&#41;	고용노동부 근로기준정책과	20070411
근로기준법 일부개정&#40;법률 제8072호&#41;	고용노동부 근로기준정책과	20061221
근로기준법 일부개정&#40;법률 제7566호&#41;	고용노동부 근로기준정책과	20050531
근로기준법 일부개정&#40;법률 제7465호&#41;	고용노동부 근로기준정책과	20050331
근로기준법 일부개정&#40;법률 제6974호&#41;	고용노동부 근로기준정책과	20030915
근로기준법 일부개정&#40;법률 제6507호&#41;	고용노동부 근로기준정책과	20010814
근로기준법 일부개정&#40;법률 제5885호&#41;	고용노동부 근로기준정책과	19990208
근로기준법 일부개정&#40;법률 제5510호&#41;	고용노동부 근로기준정책과	19980220
근로기준법 일부개정&#40;법률 제5473호&#41;	고용노동부 근로기준정책과	19971224
근로기준법 제정&#40;법률 제5309호&#41;	고용노동부 근로기준정책과	19970313
먹는물관리법 일부개정&#40;법률 제17840호&#41;	환경부 물이용기획과	20210105
먹는물관리법 일부개정&#40;법률 제16079호&#41;	환경부 물이용기획과	20181224
먹는물관리법 일부개정&#40;법률 제15652호&#41;	환경부 물이용기획과	20180612
먹는물관리법 일부개정&#40;법률 제13164호&#41;	환경부 물이용기획과	20150203
먹는물관리법 일부개정&#40;법률 제12318호&#41;	환경부 물이용기획과	20140121
먹는물관리법 일부개정&#40;법률 제11663호&#41;	환경부 물이용기획과	20130322
먹는물관리법 일부개정&#40;법률 제11463호&#41;	환경부 물이용기획과	20120601
먹는물관리법 일부개정&#40;법률 제10154호&#41;	환경부 물이용기획과	20100322
먹는물관리법 일부개정&#40;법률 제8952호&#41;	환경부 물이용기획과	20080321
먹는물관리법 전부개정&#40;법률 제8368호&#41;	환경부 물이용기획과	20070411
먹는물관리법 일부개정&#40;법률 제7780호&#41;	환경부 물이용기획과	20051229
먹는물관리법 일부개정&#40;법률 제7463호&#41;	환경부 물이용기획과	20050331
먹는물관리법 일부개정&#40;법률 제7042호&#41;	환경부 물이용기획과	20031231
먹는물관리법 일부개정&#40;법률 제6103호&#41;	환경부 물이용기획과	20000107
먹는물관리법 일부개정&#40;법률 제5873호&#41;	환경부 물이용기획과	19990208
먹는물관리법 일부개정&#40;법률 제5394호&#41;	환경부 물이용기획과	19970828
먹는물관리법 제정&#40;법률 제4908호&#41;	환경부 물이용기획과	19950105
온실가스 배출권의 할당 및 거래에 관한 법률 일부개정&#40;법률 제17104호&#41;	환경부 기후경제과	20200324
온실가스 배출권의 할당 및 거래에 관한 법률 일부개정&#40;법률 제15836호&#41;	환경부 기후경제과	20181016
온실가스 배출권의 할당 및 거래에 관한 법률 제정&#40;법률 제11419호&#41;	환경부 기후경제과	20120514
대기환경보전법 일부개정&#40;법률 제18905호&#41;	환경부 대기환경정책과	20220610
대기환경보전법 일부개정&#40;법률 제17797호&#41;	환경부 대기환경정책과	20201229
대기환경보전법 일부개정&#40;법률 제16604호&#41;	환경부 대기환경정책과	20191126
대기환경보전법 일부개정&#40;법률 제16306호&#41;	환경부 대기환경정책과	20190402
대기환경보전법 일부개정&#40;법률 제16266호&#41;	환경부 대기환경정책과	20190115
대기환경보전법 일부개정&#40;법률 제15096호&#41;	환경부 대기환경정책과	20171128
대기환경보전법 일부개정&#40;법률 제14487호&#41;	환경부 대기환경정책과	20161227
대기환경보전법 일부개정&#40;법률 제13528호&#41;	환경부 대기환경정책과	20151201
대기환경보전법 일부개정&#40;법률 제13874호&#41;	환경부 대기환경정책과	20160127
대기환경보전법 일부개정&#40;법률 제13034호&#41;	환경부 대기환경정책과	20150120
대기환경보전법 일부개정&#40;법률 제11907호&#41;	환경부 대기환경정책과	20130716
대기환경보전법 일부개정&#40;법률 제11750호&#41;	환경부 대기환경정책과	20130405
대기환경보전법 일부개정&#40;법률 제11445호&#41;	환경부 대기환경정책과	20120523
대기환경보전법 일부개정&#40;법률 제11256호&#41;	환경부 대기환경정책과	20120201
대기환경보전법 일부개정&#40;법률 제9311호&#41;	환경부 대기환경정책과	20081231
대기환경보전법 일부개정&#40;법률 제9695호&#41;	환경부 대기환경정책과	20090521
대기환경보전법 일부개정&#40;법률 제8956호&#41;	환경부 대기환경정책과	20080321
대기환경보전법 전부개정&#40;법률 제8404호&#41;	환경부 대기환경정책과	20070427
대기환경보전법 일부개정&#40;법률 제7779호&#41;	환경부 대기환경정책과	20051229
대기환경보전법 일부개정&#40;법률 제7295호&#41;	환경부 대기환경정책과	20041231
대기환경보전법 일부개정&#40;법률 제7458호&#41;	환경부 대기환경정책과	20050331
대기환경보전법 일부개정&#40;법률 제6826호&#41;	환경부 대기환경정책과	20021226
대기환경보전법 일부개정&#40;법률 제5961호&#41;	환경부 대기환경정책과	19990415
대기환경보전법 일부개정&#40;법률 제5388호&#41;	환경부 대기환경정책과	19970828
대기환경보전법 일부개정&#40;법률 제5094호&#41;	환경부 대기환경정책과	19951229
대기환경보전법 일부개정&#40;법률 제4652호&#41;	환경부 대기환경정책과	19931227
대기환경보전법 일부개정&#40;법률 제4535호&#41;	환경부 대기환경정책과	19921208
대기환경보전법 일부개정&#40;법률 제4389호&#41;	환경부 대기환경정책과	19910531
대기환경보전법 제정&#40;법률 제4262호&#41;	환경부 대기환경정책과	19900801
대기환경보전법 일부개정&#40;법률 제18028호&#41;	환경부 대기환경정책과	20210413
폐기물관리법 일부개정&#40;법률 제17851호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	20210105
폐기물관리법 일부개정&#40;법률 제16614호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	20191126
폐기물관리법 일부개정&#40;법률 제16318호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	20190416
폐기물관리법 일부개정&#40;법률 제15103호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	20171128
폐기물관리법 일부개정&#40;법률 제14783호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	20170418
폐기물관리법 일부개정&#40;법률 제13411호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	20150720
폐기물관리법 일부개정&#40;법률 제13038호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	20150120
폐기물관리법 일부개정&#40;법률 제12321호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	20140121
폐기물관리법 일부개정&#40;법률 제11914호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	20130716
폐기물관리법 일부개정&#40;법률 제11465호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	20120601
폐기물관리법 일부개정&#40;법률 제10389호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	20100723
폐기물관리법 일부개정&#40;법률 제8613호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	20070803
폐기물관리법 전부개정&#40;법률 제8371호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	20070411
폐기물관리법 일부개정&#40;법률 제7022호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	20031230
폐기물관리법 일부개정&#40;법률 제6912호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	20030529
폐기물관리법 일부개정&#40;법률 제6096호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	19991231
폐기물관리법 일부개정&#40;법률 제5865호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	19990208
폐기물관리법 일부개정&#40;법률 제4970호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	19950804
폐기물관리법 일부개정&#40;법률 제4539호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	19921208
폐기물관리법 전부개정&#40;법률 제4363호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	19910308
폐기물관리법 제정&#40;법률 제3904호&#41;	환경부 총괄, 폐기물 여부-자원순환정책과	19861231
바이오헬스 산업 혁신 방안	보건복지부 보건산업정책국 보건산업정책과	20220727
환경정책기본법 일부개정&#40;법률 제18918호&#41;	환경부 녹색전환정책과	20220610
환경정책기본법 일부개정&#40;법률 제17857호&#41;	환경부 녹색전환정책과	20210105
환경정책기본법 일부개정&#40;법률 제16619호&#41;	환경부 녹색전환정책과	20191126
환경정책기본법 일부개정&#40;법률 제16861호&#41;	환경부 녹색전환정책과	20191231
환경정책기본법 일부개정&#40;법률 제16267호&#41;	환경부 녹색전환정책과	20190115
환경정책기본법 일부개정&#40;법률 제14494호&#41;	환경부 녹색전환정책과	20161227
환경정책기본법 일부개정&#40;법률 제13894호&#41;	환경부 녹색전환정책과	20160127
환경정책기본법 일부개정&#40;법률 제13535호&#41;	환경부 녹색전환정책과	20151201
환경정책기본법 일부개정&#40;법률 제11751호&#41;	환경부 녹색전환정책과	20130405
환경정책기본법 일부개정&#40;법률 제11268호&#41;	환경부 녹색전환정책과	20120201
환경정책기본법 전부개정&#40;법률 제10893호&#41;	환경부 녹색전환정책과	20110721
환경정책기본법 일부개정&#40;법률 제10032호&#41;	환경부 녹색전환정책과	20100204
환경정책기본법 일부개정&#40;법률 제8471호&#41;	환경부 녹색전환정책과	20070517
